,LotArea,OverallQual,MasVnrArea,BsmtQual,BsmtCond,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,LowQualFinSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,PoolArea,PoolQC,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,Regular_or_not,Feedr,Norm,PosA,PosN,RRAe,RRAn,RRNe,RRNn,age,relative_year_built,total_FullBath,total_HalfBath,PORCH,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12
208,14364,7,128,Gd,3.0,1065,92,1157,5,0,2062,7,1,2,0,,0,2007,WD,Normal,277000,0.0,0,1,0,0,0,0,0,0,18,0.8405797101449275,3,1,209,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
209,8250,6,260,Gd,3.0,787,305,1092,5,0,1092,6,0,2,0,,0,2008,WD,Normal,145000,1.0,0,1,0,0,0,0,0,0,44,0.6666666666666666,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
210,5604,5,0,TA,3.0,468,396,864,3,0,864,5,0,0,0,,0,2008,WD,Normal,98000,1.0,0,1,0,0,0,0,0,0,58,0.38405797101449274,2,0,96,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
211,10420,6,0,Gd,3.0,36,1176,1212,5,0,1212,6,0,2,0,,0,2010,WD,Normal,186000,1.0,0,1,0,0,0,0,0,0,1,0.9927536231884058,2,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
212,8640,7,0,Gd,3.0,822,78,900,5,0,1852,7,1,2,0,,0,2009,New,Partial,252678,1.0,0,1,0,0,0,0,0,0,0,0.9927536231884058,3,1,108,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
213,13568,5,0,Gd,3.0,716,274,990,5,0,990,5,0,2,0,,0,2006,WD,Normal,156000,0.0,0,1,0,0,0,0,0,0,11,0.8913043478260869,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
214,10900,6,153,Gd,3.0,378,311,689,5,0,1392,6,0,1,0,,450,2010,WD,Normal,161750,0.0,0,1,0,0,0,0,0,0,33,0.7608695652173914,1,1,36,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
215,10011,5,64,TA,3.0,360,710,1070,3,0,1236,6,1,1,0,,0,2006,WD,Normal,134450,0.0,0,1,0,0,0,0,0,0,10,0.6159420289855072,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
216,8450,7,266,Gd,3.0,946,490,1436,5,0,1436,8,0,2,0,,0,2008,WD,Normal,210000,1.0,0,1,0,0,0,0,0,0,4,0.9565217391304348,3,0,98,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
217,9906,4,0,TA,3.0,0,686,686,2,0,1328,8,0,1,0,,0,2006,WD,Family,107000,1.0,0,1,0,0,0,0,0,0,56,0.38405797101449274,1,0,232,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
218,15660,7,312,TA,3.0,341,457,798,5,0,1954,8,2,2,0,,0,2008,WD,Normal,311500,0.0,0,1,0,0,0,0,0,0,2,0.4855072463768116,1,2,269,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
219,3010,7,16,Gd,3.0,16,1232,1248,5,0,1248,5,0,2,0,,0,2006,New,Partial,167240,1.0,0,1,0,0,0,0,0,0,0,0.9637681159420289,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
220,8990,7,0,Gd,3.0,0,1498,1498,5,0,1498,5,0,2,0,,0,2006,New,Partial,204900,0.0,0,1,0,0,0,0,0,0,0,0.9710144927536232,2,0,33,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
221,8068,6,0,Gd,3.0,0,1010,1010,5,0,2267,8,1,2,0,,0,2009,ConLI,Normal,200000,0.0,0,1,0,0,0,0,0,0,7,0.9420289855072463,2,1,46,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
222,11475,6,0,Gd,3.0,550,163,713,3,0,1552,6,1,2,0,,0,2006,WD,Normal,179900,1.0,0,1,0,0,0,1,0,0,31,0.7463768115942029,3,1,208,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
223,10500,4,0,TA,3.0,524,160,864,4,0,864,4,0,2,0,,0,2009,WD,Abnorml,97000,1.0,0,1,0,0,0,0,0,0,38,0.717391304347826,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
224,13472,10,922,Ex,3.0,56,2336,2392,5,0,2392,8,1,3,0,,0,2009,WD,Normal,386250,1.0,0,1,0,0,0,0,0,0,6,0.9492753623188406,2,0,105,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
225,1680,5,142,TA,3.0,0,630,630,3,0,1302,6,0,1,0,,0,2009,COD,Abnorml,112000,1.0,0,1,0,0,0,0,0,0,38,0.717391304347826,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
226,9950,7,290,Gd,3.0,565,638,1203,5,0,2520,9,1,3,0,,0,2007,WD,Abnorml,290000,0.0,0,1,0,0,0,0,0,0,12,0.8913043478260869,2,1,114,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
227,1869,6,127,TA,3.0,321,162,483,3,0,987,5,0,1,0,,0,2008,WD,Normal,106000,1.0,0,1,0,0,0,0,0,0,38,0.7101449275362319,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
228,8521,5,0,TA,3.0,842,70,912,3,0,912,5,1,1,0,,0,2010,WD,Normal,125000,1.0,1,1,0,0,0,0,0,0,43,0.6884057971014492,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
229,3182,7,16,Gd,3.0,16,1357,1373,5,0,1555,7,1,2,0,,0,2009,WD,Normal,192500,1.0,0,1,0,0,0,0,0,0,3,0.9637681159420289,2,0,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
230,8760,6,220,TA,3.0,0,1194,1194,3,0,1194,6,0,1,0,,0,2010,WD,Normal,148000,1.0,0,1,0,0,0,0,0,0,51,0.6304347826086957,2,0,120,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
231,15138,8,506,Gd,3.0,689,773,1462,5,0,2794,9,1,3,0,,0,2009,WD,Normal,403000,0.0,0,1,0,0,0,0,0,0,13,0.8913043478260869,3,1,348,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
232,1680,6,297,TA,3.0,0,483,483,3,0,987,5,1,1,0,,0,2006,WD,Normal,94500,1.0,0,1,0,0,0,0,0,0,34,0.7246376811594203,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
233,10650,5,0,TA,4.0,182,0,894,3,0,894,5,0,1,0,,0,2010,WD,Normal,128200,1.0,0,1,0,0,0,0,0,0,34,0.7536231884057971,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
234,7851,6,,Gd,3.0,625,235,860,5,0,1960,8,2,2,0,,0,2010,WD,Normal,216500,1.0,0,1,0,0,0,0,0,0,8,0.9420289855072463,3,1,48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235,1680,6,604,TA,3.0,358,125,483,3,0,987,5,0,1,0,,0,2008,WD,Normal,89500,1.0,0,1,0,0,0,0,0,0,37,0.717391304347826,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
236,8773,7,98,Gd,3.0,24,1390,1414,5,0,1414,6,0,2,0,,0,2010,WD,Normal,185500,1.0,0,1,0,0,0,0,0,0,6,0.9565217391304348,2,0,105,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
237,9453,7,0,Gd,3.0,402,594,996,5,0,1744,7,0,2,0,,0,2010,WD,Normal,194500,0.0,0,1,0,0,0,0,1,0,7,0.8768115942028986,2,1,308,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
238,12030,8,254,Ex,3.0,0,1694,1694,5,0,1694,7,0,3,0,,0,2007,New,Partial,318000,1.0,0,1,0,0,0,0,0,0,0,0.9782608695652174,2,0,228,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
239,8741,6,0,TA,2.0,94,641,735,3,0,1487,7,1,1,0,,0,2010,WD,Normal,113000,1.0,0,1,0,0,0,0,0,0,60,0.5289855072463768,1,1,140,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
240,9000,8,36,Gd,3.0,1078,488,1566,5,0,1566,7,0,2,0,,0,2010,WD,Normal,262500,1.0,0,1,0,0,0,0,0,0,2,0.9855072463768116,3,0,168,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
241,3880,5,0,TA,3.0,329,357,686,4,0,866,4,0,0,0,,0,2007,WD,Normal,110500,1.0,0,1,0,0,0,0,0,0,10,0.5289855072463768,1,0,42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
242,5000,5,0,TA,3.0,0,540,540,4,0,1440,6,0,1,0,,0,2006,WD,Normal,79000,1.0,0,1,0,0,0,0,0,0,56,0.2028985507246377,1,0,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
243,10762,6,0,Gd,3.0,0,626,626,3,0,1217,6,1,1,0,,0,2009,WD,Normal,120000,1.0,0,1,0,0,0,0,0,0,29,0.782608695652174,1,1,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
244,8880,7,0,Gd,3.0,695,253,948,5,0,2110,8,2,2,0,,0,2010,WD,Normal,205000,0.0,0,1,0,0,0,0,0,0,8,0.8840579710144928,3,1,130,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
245,10400,7,102,Gd,3.0,929,916,1845,4,0,1872,6,1,2,0,,0,2006,WD,Normal,241500,1.0,0,1,0,0,0,0,0,0,18,0.8405797101449275,2,1,39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
246,9142,6,0,Fa,3.0,0,1020,1020,4,0,1928,9,0,1,0,,0,2006,WD,Normal,137000,1.0,0,1,0,0,0,0,0,0,56,0.2753623188405797,2,0,172,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
247,11310,6,0,TA,3.0,0,1367,1367,5,0,1375,5,1,2,0,,0,2006,WD,Normal,140000,1.0,0,1,0,0,0,0,0,0,52,0.5942028985507246,1,0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
248,11317,7,101,Gd,3.0,0,840,840,5,0,1668,8,0,2,0,,0,2007,WD,Normal,180000,1.0,0,1,0,0,0,0,0,0,4,0.9492753623188406,2,1,68,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
249,159000,6,472,Gd,3.0,697,747,1444,4,0,2144,7,2,2,0,,500,2007,WD,Normal,277000,0.0,0,1,0,0,0,0,0,0,1,0.6231884057971014,2,1,98,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
250,5350,3,0,TA,3.0,0,728,728,5,0,1306,6,0,0,0,,450,2010,WD,Normal,76500,0.0,0,1,0,0,0,0,0,0,44,0.4927536231884058,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
251,4750,8,481,Gd,3.0,1573,0,1573,5,0,1625,5,1,2,0,,0,2007,WD,Family,235000,0.0,0,1,0,0,0,0,0,0,0,0.9710144927536232,3,1,153,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
252,8366,6,0,Gd,3.0,0,798,798,5,0,1640,6,0,2,0,,0,2008,WD,Normal,173000,0.0,0,1,0,0,0,0,0,0,4,0.9565217391304348,2,1,45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
253,9350,6,108,Gd,3.0,270,452,1302,5,0,1302,7,0,1,0,,0,2007,CWD,Normal,158000,1.0,0,1,0,0,0,0,0,0,16,0.6666666666666666,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
254,8400,5,0,TA,3.0,922,392,1314,3,0,1314,5,0,1,0,,0,2010,WD,Normal,145000,1.0,0,1,0,0,0,0,0,0,53,0.6159420289855072,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
255,8738,7,302,Gd,3.0,0,975,975,5,0,2291,8,1,2,0,,0,2006,WD,Normal,230000,0.0,0,1,0,0,0,0,0,0,7,0.9202898550724637,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
256,8791,6,0,Gd,3.0,503,361,864,5,0,1728,7,0,2,0,,0,2008,WD,Normal,207500,0.0,0,1,0,0,0,0,0,0,5,0.9492753623188406,2,1,56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
257,8814,7,180,Gd,3.0,1334,270,1604,5,0,1604,8,1,2,0,,0,2009,WD,Abnorml,220000,1.0,0,1,0,0,0,0,0,0,3,0.9710144927536232,3,1,110,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
258,12435,7,172,Gd,3.0,361,602,963,5,0,1792,7,1,2,0,,0,2008,WD,Normal,231500,1.0,0,1,0,0,0,0,0,0,7,0.9347826086956522,2,1,341,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
259,12702,5,0,,0.0,0,0,0,4,0,882,4,0,1,0,,0,2008,WD,Normal,97000,1.0,0,1,0,0,0,0,0,0,52,0.6086956521739131,1,0,45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
260,19296,6,399,TA,3.0,672,0,1362,3,0,1382,6,1,2,0,,0,2009,WD,Normal,176000,1.0,0,1,0,0,0,0,0,0,47,0.6521739130434783,2,0,252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
261,9588,8,270,Ex,3.0,0,1482,1482,5,0,2574,10,1,3,0,,0,2007,New,Partial,276000,0.0,0,1,0,0,0,0,0,0,0,0.9782608695652174,2,1,148,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
262,8471,6,46,Gd,4.0,506,0,506,3,0,1212,6,1,2,0,,0,2006,WD,Normal,151000,0.0,0,1,0,0,0,0,0,0,11,0.7608695652173914,2,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
263,5500,5,0,TA,3.0,234,0,926,3,390,1316,6,0,2,0,,0,2010,WD,Normal,130000,1.0,0,1,0,0,0,0,0,0,9,0.41304347826086957,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
264,5232,5,0,Fa,3.0,0,680,680,4,0,764,4,0,2,0,,0,2008,WD,Normal,73000,0.0,0,1,0,0,0,0,0,0,4,0.38405797101449274,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
265,12090,6,210,Gd,3.0,588,606,1422,3,0,1422,7,1,2,0,,0,2008,WD,Normal,175500,0.0,0,1,0,0,0,0,0,0,27,0.7898550724637681,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
266,11207,6,0,Gd,3.0,714,88,802,4,0,1511,8,1,2,0,,0,2006,WD,Normal,185000,0.0,0,1,0,0,0,0,0,0,9,0.9057971014492754,3,1,75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
267,8400,5,0,TA,3.0,378,342,720,5,420,2192,8,1,1,0,,0,2008,WD,Normal,179500,1.0,0,1,0,0,0,0,0,0,11,0.4855072463768116,2,1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
268,6900,5,0,TA,3.0,403,212,740,5,0,778,4,1,1,0,,0,2008,WD,Normal,120500,1.0,0,1,0,0,0,0,0,0,53,0.4927536231884058,1,0,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
269,7917,6,174,TA,4.0,751,392,1143,3,0,1113,6,1,1,0,,0,2007,WD,Normal,148000,0.0,0,1,0,0,0,0,0,0,31,0.7536231884057971,2,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
270,10728,8,0,Gd,3.0,0,1095,1095,4,0,1939,8,1,3,0,,0,2006,New,Partial,266000,1.0,0,1,0,0,0,0,0,0,0,0.9710144927536232,2,1,51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
271,39104,7,0,Gd,3.0,226,96,1385,5,0,1363,5,2,2,0,,0,2008,WD,Normal,241500,0.0,0,1,0,0,0,0,0,0,3,0.5942028985507246,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
